Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area
0	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.821	0.875(32%)	1.946(68%)	32	658	0	658	703	703	1205	    633
1	&scorr;&sweep;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.833	0.875(31%)	1.958(69%)	31	658	0	658	703	703	1205	    630
2	&scorr;&sweep;&synch2;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.820	0.875(32%)	1.945(68%)	32	671	0	671	703	703	1205	    642
3	&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&if -W 300 -x -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	668	0	668	703	703	1205	    641
4	&scorr;&sweep;&synch2;&syn4;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	672	0	672	703	703	1205	    646
5	&scorr;&sweep;&syn3;&dch;&synch2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	664	0	664	703	703	1508	    637
6	&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.946	0.999(34%)	1.947(66%)	34	671	0	671	703	703	1205	    642
7	&scorr;&sweep;&dc2;&syn4;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;	2.831	0.875(31%)	1.956(69%)	31	674	0	674	703	703	1205	    645
8	&scorr;&sweep;&synch2;&b -d;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&b;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	665	0	665	703	703	1205	    639
9	&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	2.945	0.999(34%)	1.946(66%)	34	673	0	673	703	703	1205	    645
10	&scorr;&sweep;&syn4;&synch2;&synch2;&if -W 300 -K 6 -v;&mfs;	2.782	0.999(36%)	1.783(64%)	36	664	0	664	703	703	1508	    635
11	&scorr;&sweep;&syn3;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	660	0	660	703	703	1205	    634
12	&scorr;&sweep;&b;&syn4;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	3.242	0.999(31%)	2.243(69%)	31	667	0	667	703	703	1205	    641
13	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.829	0.875(31%)	1.954(69%)	31	667	0	667	703	703	1205	    638
14	&scorr;&sweep;&if -W 300 -x -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.827	0.875(31%)	1.952(69%)	31	658	0	658	703	703	1205	    630
15	&scorr;&sweep;&syn4;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&dch;&syn4;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.334	0.875(38%)	1.459(62%)	38	668	0	668	703	703	1205	    639
16	&scorr;&sweep;&if -W 300 -g -K 6;&dch;&synch2;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	659	0	659	703	703	1205	    634
17	&scorr;&sweep;&dc2;&dch;&if -W 300 -K 6 -v;&mfs;	3.648	1.247(35%)	2.401(65%)	35	670	0	670	703	703	1508	    645
18	&scorr;&sweep;&syn4;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	660	0	660	703	703	1205	    634
19	&scorr;&sweep;&b;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;	2.825	0.875(31%)	1.950(69%)	31	670	0	670	703	703	1205	    642
20	&scorr;&sweep;&dch -f;&synch2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.827	0.875(31%)	1.952(69%)	31	671	0	671	703	703	1205	    643
21	&scorr;&sweep;&syn4;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.825	0.875(31%)	1.950(69%)	31	667	0	667	703	703	1205	    641
22	&scorr;&sweep;&dch -f;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	662	0	662	703	703	1508	    636
23	&scorr;&sweep;&b;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	661	0	661	703	703	1508	    635
24	&scorr;&sweep;&if -W 300 -g -K 6;&b;&dch;&if -W 300 -K 6 -v;&mfs;	3.089	1.123(37%)	1.966(63%)	37	665	0	665	703	703	1205	    635
25	&scorr;&sweep;&if -W 300 -y -K 6;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	3.216	0.999(32%)	2.217(68%)	32	679	0	679	703	703	1205	    651
26	&scorr;&sweep;&syn2;&syn4;&synch2;&if -W 300 -K 6 -v;&mfs;	2.819	0.875(32%)	1.944(68%)	32	666	0	666	703	703	1205	    637
27	&scorr;&sweep;&if -W 300 -y -K 6;&syn4;&synch2;&if -W 300 -K 6 -v;&mfs;	2.822	0.875(32%)	1.947(68%)	32	666	0	666	703	703	1205	    636
28	&scorr;&sweep;&dc2;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	3.079	1.123(37%)	1.956(63%)	37	664	0	664	703	703	1205	    635
29	&scorr;&sweep;&b;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	666	0	666	703	703	1205	    640
30	&scorr;&sweep;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	670	0	670	703	703	1508	    644
31	&scorr;&sweep;&synch2;&dc2;&synch2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	667	0	667	703	703	1508	    638
32	&scorr;&sweep;&dc2;&synch2;&synch2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	661	0	661	703	703	1508	    634
33	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.817	0.875(32%)	1.942(68%)	32	674	0	674	703	703	1205	    646
34	&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	660	0	660	703	703	1205	    632
35	&scorr;&sweep;&b;&b;&dch;&if -W 300 -K 6 -v;&mfs;	3.090	1.123(37%)	1.967(63%)	37	664	0	664	703	703	1508	    637
36	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	664	0	664	703	703	1205	    634
37	&scorr;&sweep;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;										1170	    655
38	&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&dc2;&b;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;	2.831	0.875(31%)	1.956(69%)	31	660	0	660	703	703	1205	    631
39	&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	3.075	1.123(37%)	1.952(63%)	37	676	0	676	703	703	1205	    648
40	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;	3.079	1.123(37%)	1.956(63%)	37	676	0	676	703	703	1205	    647
41	&scorr;&sweep;&dch;&b -d;&dch;&if -W 300 -K 6 -v;&mfs;	3.068	1.123(37%)	1.945(63%)	37	670	0	670	703	703	1508	    643
42	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&dch;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&dch -f;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn4;&synch2;&if -W 300 -K 6 -v;&mfs;	3.009	0.999(34%)	2.010(66%)	34	661	0	661	703	703	1205	    633
43	&scorr;&sweep;&syn2;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	658	0	658	703	703	1205	    630
44	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.820	0.875(32%)	1.945(68%)	32	670	0	670	703	703	1205	    642
45	&scorr;&sweep;&dc2;&dch -f;&synch2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	662	0	662	703	703	1508	    634
46	&scorr;&sweep;&syn2;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	658	0	658	703	703	1205	    629
47	&scorr;&sweep;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	690	0	690	703	703	1205	    663
48	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	3.076	1.123(37%)	1.953(63%)	37	670	0	670	703	703	1205	    646
49	&scorr;&sweep;&synch2;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	664	0	664	703	703	1508	    635
50	&scorr;&sweep;&syn3;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;	2.821	0.875(32%)	1.946(68%)	32	672	0	672	703	703	1205	    644
51	&scorr;&sweep;&if -W 300 -g -K 6;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;	2.834	0.875(31%)	1.959(69%)	31	671	0	671	703	703	1205	    643
52	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	667	0	667	703	703	1205	    640
53	&scorr;&sweep;&syn3;&syn3;&synch2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	660	0	660	703	703	1508	    631
54	&scorr;&sweep;&synch2;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	669	0	669	703	703	1508	    640
55	&scorr;&sweep;&if -W 300 -x -K 6;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;&st;&dch;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;	2.947	0.999(34%)	1.948(66%)	34	668	0	668	703	703	1205	    640
56	&scorr;&sweep;&syn2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	2.829	0.875(31%)	1.954(69%)	31	653	0	653	703	703	1205	    625
57	&scorr;&sweep;&syn4;&dc2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.821	0.875(32%)	1.946(68%)	32	671	0	671	703	703	1205	    645
58	&scorr;&sweep;&b -d;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	2.938	0.999(35%)	1.939(65%)	35	661	0	661	703	703	1205	    634
59	&scorr;&sweep;&dch -f;&if -W 300 -x -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	3.513	1.123(32%)	2.390(68%)	32	676	0	676	703	703	1205	    647
60	&scorr;&sweep;&if -W 300 -x -K 6;&dch;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;	3.251	0.999(31%)	2.252(69%)	31	665	0	665	703	703	1205	    637
61	&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;	2.835	0.875(31%)	1.960(69%)	31	696	0	696	703	703	1205	    669
62	&scorr;&sweep;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.818	0.875(32%)	1.943(68%)	32	666	0	666	703	703	1205	    638
63	&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.827	0.875(31%)	1.952(69%)	31	661	0	661	703	703	1205	    635
64	&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.825	0.875(31%)	1.950(69%)	31	656	0	656	703	703	1205	    626
65	&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&dc2;&b -d;&if -W 300 -K 6 -v;&mfs;	3.200	0.999(32%)	2.201(68%)	32	666	0	666	703	703	1205	    639
66	&scorr;&sweep;&dch;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	666	0	666	703	703	1205	    636
67	&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	664	0	664	703	703	1205	    635
68	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.828	0.875(31%)	1.953(69%)	31	669	0	669	703	703	1205	    643
69	&scorr;&sweep;&syn2;&if -W 300 -y -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	662	0	662	703	703	1205	    634
70	&scorr;&sweep;&if -W 300 -y -K 6;&syn4;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dch;&synch2;&if -W 300 -K 6 -v;&mfs;	2.757	0.999(37%)	1.758(63%)	37	671	0	671	703	703	1205	    643
71	&scorr;&sweep;&dc2;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	669	0	669	703	703	1205	    641
72	&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.829	0.875(31%)	1.954(69%)	31	660	0	660	703	703	1205	    632
73	&scorr;&sweep;&syn2;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;	2.815	0.875(32%)	1.940(68%)	32	667	0	667	703	703	1205	    640
74	&scorr;&sweep;&dc2;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	670	0	670	703	703	1508	    643
75	&scorr;&sweep;&syn3;&dch;&synch2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	664	0	664	703	703	1508	    637
76	&scorr;&sweep;&syn4;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	676	0	676	703	703	1205	    651
77	&scorr;&sweep;&dch -f;&syn2;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.824	0.875(31%)	1.949(69%)	31	667	0	667	703	703	1205	    642
78	&scorr;&sweep;&b;&if -W 300 -y -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	2.834	0.875(31%)	1.959(69%)	31	650	0	650	703	703	1205	    620
79	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.828	0.875(31%)	1.953(69%)	31	667	0	667	703	703	1205	    639
80	&scorr;&sweep;&b -d;&synch2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	652	0	652	703	703	1508	    626
81	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	670	0	670	703	703	1205	    642
82	&scorr;&sweep;&b -d;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;	3.246	0.999(31%)	2.247(69%)	31	671	0	671	703	703	1508	    646
83	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&dch;&if -W 300 -K 6 -v;&mfs;	3.078	1.123(37%)	1.955(63%)	37	661	0	661	703	703	1205	    632
84	&scorr;&sweep;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	3.249	1.123(35%)	2.126(65%)	35	674	0	674	703	703	1205	    648
85	&scorr;&sweep;&if -W 300 -g -K 6;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;	2.995	1.123(38%)	1.872(62%)	38	669	0	669	703	703	1205	    639
86	&scorr;&sweep;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	666	0	666	703	703	1205	    638
87	&scorr;&sweep;&syn4;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.821	0.875(32%)	1.946(68%)	32	669	0	669	703	703	1205	    642
88	&scorr;&sweep;&syn2;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.832	0.875(31%)	1.957(69%)	31	657	0	657	703	703	1205	    628
89	&scorr;&sweep;&syn4;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&b;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&if -W 300 -K 6 -v;&mfs;	2.754	0.999(37%)	1.755(63%)	37	664	0	664	703	703	1205	    636
90	&scorr;&sweep;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	658	0	658	703	703	1205	    629
91	&scorr;&sweep;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	2.829	0.875(31%)	1.954(69%)	31	655	0	655	703	703	1205	    626
92	&scorr;&sweep;&synch2;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;	3.081	1.123(37%)	1.958(63%)	37	672	0	672	703	703	1205	    644
93	&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b -d;&b;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;&st;&dch;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.832	0.875(31%)	1.957(69%)	31	660	0	660	703	703	1205	    632
94	&scorr;&sweep;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&dch;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;	2.827	0.875(31%)	1.952(69%)	31	662	0	662	703	703	1205	    633
95	&scorr;&sweep;&b;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;	3.084	1.123(37%)	1.961(63%)	37	683	0	683	703	703	1508	    652
96	&scorr;&sweep;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&b;&synch2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.831	0.875(31%)	1.956(69%)	31	662	0	662	703	703	1205	    635
97	&scorr;&sweep;&b -d;&dch;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.820	0.875(32%)	1.945(68%)	32	668	0	668	703	703	1205	    642
98	&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.828	0.875(31%)	1.953(69%)	31	670	0	670	703	703	1205	    644
99	&scorr;&sweep;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	673	0	673	703	703	1508	    646
100	&scorr;&sweep;&if -W 300 -g -K 6;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&if -W 300 -y -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;	2.829	0.875(31%)	1.954(69%)	31	660	0	660	703	703	1205	    634
101	&scorr;&sweep;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	668	0	668	703	703	1508	    644
102	&scorr;&sweep;&syn2;&syn3;&if -W 300 -K 6 -v;&mfs;	2.832	0.875(31%)	1.957(69%)	31	655	0	655	703	703	1205	    626
103	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	670	0	670	703	703	1205	    642
104	&scorr;&sweep;&b -d;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	2.829	0.875(31%)	1.954(69%)	31	657	0	657	703	703	1205	    629
105	&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	664	0	664	703	703	1205	    636
106	&scorr;&sweep;&synch2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	2.830	0.875(31%)	1.955(69%)	31	652	0	652	703	703	1205	    624
107	&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;	2.826	0.875(31%)	1.951(69%)	31	691	0	691	703	703	1205	    663
108	&scorr;&sweep;&dch;&if -W 300 -y -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.824	0.875(31%)	1.949(69%)	31	672	0	672	703	703	1205	    643
109	&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;	2.825	0.875(31%)	1.950(69%)	31	677	0	677	703	703	1205	    649
110	&scorr;&sweep;&dc2;&synch2;&dch -f;&if -W 300 -K 6 -v;&mfs;	2.364	0.875(38%)	1.489(62%)	38	667	0	667	703	703	1508	    639
111	&scorr;&sweep;&b -d;&dch -f;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;	3.076	1.123(37%)	1.953(63%)	37	670	0	670	703	703	1205	    642
112	&scorr;&sweep;&dc2;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;	3.081	1.123(37%)	1.958(63%)	37	660	0	660	703	703	1205	    635
113	&scorr;&sweep;&dch -f;&dch;&if -W 300 -K 6 -v;&mfs;&st;&b;&dch;&dch;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&b -d;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.834	0.875(31%)	1.959(69%)	31	660	0	660	703	703	1205	    632
114	&scorr;&sweep;&dc2;&syn4;&dch -f;&if -W 300 -K 6 -v;&mfs;	3.211	0.999(32%)	2.212(68%)	32	670	0	670	703	703	1508	    642
115	&scorr;&sweep;&syn2;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;	2.825	0.875(31%)	1.950(69%)	31	667	0	667	703	703	1205	    639
116	&scorr;&sweep;&if -W 300 -x -K 6;&dch;&if -W 300 -K 6 -v;&mfs;	3.625	1.247(35%)	2.378(65%)	35	667	0	667	703	703	1205	    640
117	&scorr;&sweep;&syn2;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.816	0.875(32%)	1.941(68%)	32	694	0	694	703	703	1205	    667
118	&scorr;&sweep;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.829	0.875(31%)	1.954(69%)	31	654	0	654	703	703	1205	    627
119	&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;	2.832	0.875(31%)	1.957(69%)	31	664	0	664	703	703	1205	    637
120	&scorr;&sweep;&dc2;&syn2;&b;&if -W 300 -K 6 -v;&mfs;	3.079	1.123(37%)	1.956(63%)	37	666	0	666	703	703	1205	    637
121	&scorr;&sweep;&if -W 300 -y -K 6;&dch;&dch;&if -W 300 -K 6 -v;&mfs;	2.823	0.875(31%)	1.948(69%)	31	672	0	672	703	703	1205	    645
122	&scorr;&sweep;&b;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&synch2;&if -W 300 -K 6 -v;&mfs;	2.835	0.875(31%)	1.960(69%)	31	658	0	658	703	703	1205	    630
123	&scorr;&sweep;&if -W 300 -y -K 6;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b;&syn2;&if -W 300 -K 6 -v;&mfs;	2.825	0.875(31%)	1.950(69%)	31	659	0	659	703	703	1205	    630
