Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_Delay_Percentage	Slice_LUTs	LUT_as_Logic	LUT_as_Memory	RegsFF	RegsLatch	ABC_Delay	ABC_Area
9807	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.711	6.828	12.883	35	12841	12756	46200	4511	1680	3083.00	12317.0
7926	"&scorr;&sweep;&syn3;&b -d;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;
"	25.732	8.497	17.235	34	12901	12816	46200	4511	1680	3325.00	12399.0
6723	"&scorr;&sweep;&syn4;&syn4;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	22.694	7.590	15.104	34	12902	12817	46200	4511	1680	3325.00	12341.0
16998	"&scorr;&sweep;&syn3;&synch2;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15700.0
19786	"&scorr;&sweep;&b;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.973	6.959	13.014	35	12926	12841	46200	4511	1680	2883.00	12296.0
483	"&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.405	6.729	12.676	35	13326	13241	46200	4511	1680	3084.00	12892.0
18758	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1773.00	18205.0
13384	"&scorr;&sweep;&dc2;&syn4;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	26.224	8.497	17.727	33	13419	13334	46200	4511	1680	3629.00	12817.0
17305	"&scorr;&sweep;&syn2;&syn4;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	16418.0
1507	"&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.271	7.180	13.091	36	13155	13070	46200	4511	1680	3084.00	12652.0
3075	"&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.933	6.959	12.974	35	13161	13076	46200	4511	1680	3084.00	12703.0
20859	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.868	6.560	11.308	37	13234	13149	46200	4511	1680	3082.00	12844.0
1967	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.768	6.332	11.436	36	14004	13919	46200	4511	1680	3084.00	13596.0
20577	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"										1771.00	16675.0
18868	"&scorr;&sweep;&dch;&syn3;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15904.0
19809	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.436	6.659	11.777	37	12987	12902	46200	4511	1680	3081.00	12523.0
8900	"&scorr;&sweep;&dch;&b;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;
"	26.191	8.296	17.895	32	12805	12720	46200	4511	1680	3628.00	12243.0
9827	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.919	7.218	13.701	35	13018	12933	46200	4511	1680	3084.00	12484.0
7259	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.848	6.970	12.878	36	13039	12954	46200	4511	1680	3083.00	12526.0
5448	"&scorr;&sweep;&syn3;&dch;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	24.598	8.256	16.342	34	12850	12765	46200	4511	1680	3627.00	12202.0
15451	"&scorr;&sweep;&synch2;&dch;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	19.963	6.959	13.004	35	13006	12921	46200	4511	1680	3085.00	12491.0
1220	"&scorr;&sweep;&syn3;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	14689.0
11458	"&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.148	7.552	14.596	35	13239	13154	46200	4511	1680	3083.00	12745.0
16659	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	17.812	6.332	11.480	36	13220	13135	46200	4511	1680	3187.00	12633.0
17471	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dc2;&b;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16239.0
6049	"&scorr;&sweep;&syn2;&dch -f;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	26.359	8.621	17.738	33	12861	12776	46200	4511	1680	3325.00	12354.0
19149	"&scorr;&sweep;&dch -f;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1772.00	15250.0
2991	"&scorr;&sweep;&synch2;&syn3;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.503	6.925	12.578	36	13039	12954	46200	4511	1680	3388.00	12671.0
15768	"&scorr;&sweep;&b;&b -d;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	19.705	6.819	12.886	35	12977	12892	46200	4511	1680	3385.00	12519.0
12896	"&scorr;&sweep;&syn3;&dch;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	26.254	8.497	17.757	33	12965	12880	46200	4511	1680	3326.00	12410.0
1295	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17362.0
8620	"&scorr;&sweep;&dch;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.712	7.512	14.200	35	12909	12824	46200	4511	1680	3627.00	12311.0
12077	"&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.799	7.421	14.378	35	13042	12957	46200	4511	1680	3082.00	12560.0
12707	"&scorr;&sweep;&synch2;&dch;&if -W 300 -g -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.952	7.297	13.655	35	13197	13112	46200	4511	1680	3084.00	12661.0
12802	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.831	7.094	13.737	35	13246	13161	46200	4511	1680	3083.00	12714.0
13663	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.931	6.977	12.954	36	13116	13031	46200	4511	1680	2884.00	12451.0
7631	"&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.625	6.835	13.790	34	12914	12829	46200	4511	1680	2884.00	12279.0
11717	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&synch2;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.317	7.297	14.020	35	13035	12950	46200	4511	1680	3386.00	12686.0
15749	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn4;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	19.839	6.686	13.153	34	12828	12743	46200	4511	1680	3387.00	12333.0
16698	"&scorr;&sweep;&dch;&syn2;&dc2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	16271.0
12314	"&scorr;&sweep;&if -W 300 -y -K 6;&dch;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.288	6.521	12.767	34	13297	13212	46200	4511	1680	3085.00	12730.0
14912	"&scorr;&sweep;&syn3;&dc2;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	26.865	8.745	18.120	33	12918	12833	46200	4511	1680	3628.00	12507.0
4114	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&dc2;&if -W 300 -K 6 -v;&mfs;
"	16.946	6.350	10.596	38	13668	13583	46200	4511	1680	3187.00	13036.0
19375	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch;&if -W 300 -K 6 -v;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15230.0
20904	"&scorr;&sweep;&syn3;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.179	6.846	12.333	36	13065	12980	46200	4511	1680	3083.00	12634.0
1843	"&scorr;&sweep;&synch2;&b;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.760	6.641	12.119	36	13223	13138	46200	4511	1680	3084.00	12822.0
3810	"&scorr;&sweep;&syn3;&b -d;&b;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.323	8.373	16.950	34	13083	12998	46200	4511	1680	3628.00	12667.0
20118	"&scorr;&sweep;&dc2;&if -W 300 -y -K 6;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.739	6.521	13.218	34	13258	13173	46200	4511	1680	3084.00	12721.0
914	"&scorr;&sweep;&b;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.325	6.751	13.574	34	13161	13076	46200	4511	1680	3083.00	12799.0
19509	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	16.997	6.411	10.586	38	13746	13661	46200	4511	1680	3084.00	13263.0
18137	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17228.0
9463	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn3;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.088	7.225	13.863	35	12680	12595	46200	4511	1680	3387.00	12229.0
8860	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&syn3;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.268	7.094	14.174	34	12561	12476	46200	4511	1680	2884.00	11915.0
11231	"&scorr;&sweep;&syn4;&syn4;&dc2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	29.185	9.117	20.068	32	13536	13451	46200	4511	1680	3629.00	12956.0
2969	"&scorr;&sweep;&syn2;&syn2;&dc2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	25.156	8.373	16.783	34	13141	13056	46200	4511	1680	3325.00	12690.0
4865	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.769	7.180	12.589	37	13259	13174	46200	4511	1680	3085.00	12738.0
19484	"&scorr;&sweep;&dch;&b;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.358	6.783	11.575	37	13080	12995	46200	4511	1680	3085.00	12529.0
14861	"&scorr;&sweep;&if -W 300 -g -K 6;&dch;&b;&b;&if -W 300 -K 6 -v;&mfs;
"	19.498	6.977	12.521	36	13306	13221	46200	4511	1680	3085.00	12800.0
15433	"&scorr;&sweep;&b -d;&synch2;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.932	6.853	12.079	37	12867	12782	46200	4511	1680	3081.00	12363.0
10333	"&scorr;&sweep;&syn2;&synch2;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.444	6.853	12.591	36	12704	12619	46200	4511	1680	3084.00	12250.0
11723	"&scorr;&sweep;&b -d;&dch;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.642	7.753	14.889	35	13347	13262	46200	4511	1680	3629.00	12834.0
2483	"&scorr;&sweep;&b -d;&if -W 300 -y -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;
"	18.693	6.722	11.971	36	13743	13658	46200	4511	1680	3084.00	13239.0
15772	"&scorr;&sweep;&if -W 300 -y -K 6;&b -d;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	18.270	6.677	11.593	37	13107	13022	46200	4511	1680	3083.00	12651.0
6252	"&scorr;&sweep;&if -W 300 -y -K 6;&dch -f;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.034	6.769	13.265	34	12968	12883	46200	4511	1680	3084.00	12451.0
1813	"&scorr;&sweep;&if -W 300 -g -K 6;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.208	6.562	12.646	35	13233	13148	46200	4511	1680	3082.00	12776.0
9291	"&scorr;&sweep;&synch2;&b;&b;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.069	7.049	13.020	36	13013	12928	46200	4511	1680	3387.00	12611.0
6754	"&scorr;&sweep;&if -W 300 -x -K 6;&b -d;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.177	6.580	12.597	35	13494	13409	46200	4511	1680	3083.00	13103.0
17166	"&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15006.0
8526	"&scorr;&sweep;&dc2;&if -W 300 -x -K 6;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.425	6.645	12.780	35	13146	13061	46200	4511	1680	3084.00	12583.0
8157	"&scorr;&sweep;&synch2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.616	6.846	12.770	35	12804	12719	46200	4511	1680	2883.00	12138.0
20264	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&b;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.464	6.889	12.575	36	13469	13384	46200	4511	1680	3082.00	13063.0
11516	"&scorr;&sweep;&if -W 300 -y -K 6;&synch2;&syn2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.607	7.322	14.285	34	13146	13061	46200	4511	1680	3083.00	12613.0
1080	"&scorr;&sweep;&syn3;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	20.216	6.970	13.246	35	13024	12939	46200	4511	1680	3081.00	12579.0
18922	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16963.0
1814	"&scorr;&sweep;&if -W 300 -y -K 6;&syn3;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.818	6.704	13.114	34	13219	13134	46200	4511	1680	3083.00	12730.0
9590	"&scorr;&sweep;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.154	7.304	14.850	33	12907	12822	46200	4511	1680	3627.00	12268.0
11591	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dc2;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;
"	23.351	7.793	15.558	34	13169	13084	46200	4511	1680	3388.00	12604.0
1058	"&scorr;&sweep;&if -W 300 -y -K 6;&b;&b;&if -W 300 -K 6 -v;&mfs;
"	18.743	6.580	12.163	36	13508	13423	46200	4511	1680	3083.00	13104.0
2175	"&scorr;&sweep;&b -d;&dc2;&dch;&if -W 300 -K 6 -v;&mfs;
"	21.341	7.636	13.705	36	13641	13556	46200	4511	1680	3629.00	13180.0
9840	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.854	6.952	13.902	34	12672	12587	46200	4511	1680	2884.00	12027.0
7823	"&scorr;&sweep;&dch -f;&dch -f;&dch;&syn2;&if -W 300 -K 6 -v;&mfs;
"	24.298	8.249	16.049	34	13070	12985	46200	4511	1680	3326.00	12509.0
3694	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dch;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.269	6.828	13.441	34	13614	13529	46200	4511	1680	3187.00	13002.0
4262	"&scorr;&sweep;&if -W 300 -x -K 6;&synch2;&if -W 300 -x -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.858	6.686	12.172	36	13184	13099	46200	4511	1680	3083.00	12696.0
416	"&scorr;&sweep;&dch;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.880	8.125	15.755	35	13047	12962	46200	4511	1680	3325.00	12485.0
3471	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.241	7.083	13.158	35	12950	12865	46200	4511	1680	3085.00	12498.0
6079	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&st;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.267	7.714	15.553	34	12764	12679	46200	4511	1680	3325.00	12280.0
3469	"&scorr;&sweep;&dch -f;&if -W 300 -y -K 6;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.337	6.835	12.502	36	12952	12867	46200	4511	1680	3085.00	12391.0
791	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.165	6.846	12.319	36	12860	12775	46200	4511	1680	3084.00	12361.0
18071	"&scorr;&sweep;&dch -f;&syn2;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15103.0
5841	"&scorr;&sweep;&syn4;&dch;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	26.860	8.745	18.115	33	13399	13314	46200	4511	1680	3326.00	12772.0
18858	"&scorr;&sweep;&dc2;&syn3;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15684.0
4832	"&scorr;&sweep;&syn3;&if -W 300 -y -K 6;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.776	7.180	12.596	37	13103	13018	46200	4511	1680	3084.00	12584.0
10757	"&scorr;&sweep;&b -d;&dch -f;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.343	7.753	14.590	35	13498	13413	46200	4511	1680	3628.00	13055.0
2258	"&scorr;&sweep;&b;&if -W 300 -x -K 6;&dch;&if -W 300 -K 6 -v;&mfs;
"	20.221	6.970	13.251	35	12824	12739	46200	4511	1680	3085.00	12305.0
16048	"&scorr;&sweep;&b;&dch -f;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	24.781	8.249	16.532	34	13392	13307	46200	4511	1680	3628.00	12957.0
243	"&scorr;&sweep;&b -d;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	23.605	8.001	15.604	34	13073	12988	46200	4511	1680	3628.00	12687.0
3414	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	21.709	7.342	14.367	34	12924	12839	46200	4511	1680	3187.00	12309.0
8095	"&scorr;&sweep;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.324	7.218	14.106	34	12701	12616	46200	4511	1680	2883.00	12058.0
8591	"&scorr;&sweep;&synch2;&dch;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	21.356	7.279	14.077	35	12898	12813	46200	4511	1680	3387.00	12388.0
7948	"&scorr;&sweep;&dch;&if -W 300 -x -K 6;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.167	6.846	12.321	36	13032	12947	46200	4511	1680	3085.00	12474.0
11853	"&scorr;&sweep;&synch2;&b -d;&syn4;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.865	7.173	13.692	35	13225	13140	46200	4511	1680	3387.00	12809.0
12075	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.594	6.751	12.843	35	13046	12961	46200	4511	1680	3083.00	12601.0
1175	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	17.439	6.357	11.082	37	13271	13186	46200	4511	1680	3187.00	12698.0
15750	"&scorr;&sweep;&dc2;&b;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	18.109	6.346	11.763	36	12947	12862	46200	4511	1680	3387.00	12439.0
13726	"&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	17.818	6.474	11.344	37	13229	13144	46200	4511	1680	2884.00	12587.0
4627	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.890	6.580	11.310	37	13732	13647	46200	4511	1680	3084.00	13274.0
6338	"&scorr;&sweep;&dch;&syn4;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;
"	26.067	8.628	17.439	34	12945	12860	46200	4511	1680	3325.00	12356.0
16432	"&scorr;&sweep;&dch;&dch;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	21.823	7.636	14.187	35	12941	12856	46200	4511	1680	3627.00	12299.0
19842	"&scorr;&sweep;&b;&syn3;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	23.669	7.775	15.894	33	12797	12712	46200	4511	1680	3083.00	12376.0
4476	"&scorr;&sweep;&dch;&dch;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.815	7.363	13.452	36	13329	13244	46200	4511	1680	3325.00	12786.0
2245	"&scorr;&sweep;&b -d;&b -d;&dch;&if -W 300 -K 6 -v;&mfs;
"	21.161	7.505	13.656	36	13608	13523	46200	4511	1680	3628.00	13125.0
17470	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&b;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1772.00	17746.0
18547	"&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16664.0
3341	"&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&st;&syn2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.034	6.769	13.265	34	12864	12779	46200	4511	1680	3086.00	12388.0
5134	"&scorr;&sweep;&dch;&syn2;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	24.121	7.800	16.321	33	13003	12918	46200	4511	1680	3325.00	12445.0
20027	"&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&syn4;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.103	7.024	13.079	35	13103	13018	46200	4511	1680	3085.00	12624.0
19950	"&scorr;&sweep;&dc2;&dch;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.754	6.783	11.971	37	13030	12945	46200	4511	1680	3084.00	12470.0
13356	"&scorr;&sweep;&dc2;&syn2;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	27.085	8.420	18.665	32	13026	12941	46200	4511	1680	3326.00	12442.0
8041	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&st;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
9449	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&syn2;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.798	6.970	12.828	36	12744	12659	46200	4511	1680	3082.00	12274.0
12274	"&scorr;&sweep;&dch;&if -W 300 -g -K 6;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.615	6.846	12.769	35	13152	13067	46200	4511	1680	3084.00	12555.0
6677	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&b;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.489	7.101	13.388	35	12999	12914	46200	4511	1680	3082.00	12567.0
12502	"&scorr;&sweep;&dc2;&dch;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.960	6.704	12.256	36	13187	13102	46200	4511	1680	3085.00	12631.0
20523	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16539.0
6092	"&scorr;&sweep;&syn3;&dc2;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	27.488	8.869	18.619	33	12704	12619	46200	4511	1680	3325.00	12271.0
10912	"&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.305	6.456	11.849	36	12790	12705	46200	4511	1680	2884.00	12151.0
15025	"&scorr;&sweep;&syn4;&if -W 300 -y -K 6;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	19.291	6.801	12.490	36	13357	13272	46200	4511	1680	3084.00	12850.0
15026	"&scorr;&sweep;&b;&if -W 300 -y -K 6;&b -d;&b;&if -W 300 -K 6 -v;&mfs;
"	18.840	6.605	12.235	36	13420	13335	46200	4511	1680	3082.00	13002.0
18649	"&scorr;&sweep;&syn2;&syn2;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	16590.0
14597	"&scorr;&sweep;&synch2;&b -d;&syn4;&b;&if -W 300 -K 6 -v;&mfs;
"	21.218	7.297	13.921	35	13228	13143	46200	4511	1680	3386.00	12804.0
13194	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&dch;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.382	7.218	14.164	34	13484	13399	46200	4511	1680	3084.00	12880.0
13287	"&scorr;&sweep;&syn2;&dch;&dch;&syn4;&if -W 300 -K 6 -v;&mfs;
"	26.418	8.479	17.939	33	13226	13141	46200	4511	1680	3326.00	12678.0
13729	"&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	19.670	6.846	12.824	35	13000	12915	46200	4511	1680	3187.00	12349.0
14344	"&scorr;&sweep;&if -W 300 -y -K 6;&syn2;&syn3;&b;&if -W 300 -K 6 -v;&mfs;
"	20.318	7.094	13.224	35	12885	12800	46200	4511	1680	3083.00	12442.0
17163	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15625.0
