Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_Delay_Percentage	Slice_LUTs	LUT_as_Logic	LUT_as_Memory	RegsFF	RegsLatch	ABC_Delay	ABC_Area
13352	"&scorr;&sweep;&dch;&dc2;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	25.631	8.373	17.258	33	13211	13126	46200	4511	1680	3629.00	12615.0
7837	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&dch;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.358	7.629	13.729	36	12986	12901	46200	4511	1680	3325.00	12380.0
4495	"&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	19.603	6.914	12.689	36	13012	12927	46200	4511	1680	2883.00	12414.0
771	"&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.645	6.970	13.675	34	12774	12689	46200	4511	1680	2883.00	12128.0
17176	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	16618.0
9776	"&scorr;&sweep;&b;&dch -f;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.649	7.430	15.219	33	12973	12888	46200	4511	1680	3083.00	12532.0
5379	"&scorr;&sweep;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15911.0
18607	"&scorr;&sweep;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	16834.0
1463	"&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17540.0
1505	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.138	6.393	10.745	38	14072	13987	46200	4511	1680	3083.00	13626.0
16077	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&st;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
16684	"&scorr;&sweep;&dch;&dc2;&dc2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	16902.0
1304	"&scorr;&sweep;&syn3;&if -W 300 -y -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	16588.0
13997	"&scorr;&sweep;&dch -f;&b;&dc2;&b;&if -W 300 -K 6 -v;&mfs;
"	23.647	7.800	15.847	33	13107	13022	46200	4511	1680	3628.00	12571.0
13694	"&scorr;&sweep;&syn3;&dch -f;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&if -W 300 -K 6 -v;&mfs;
"	25.360	8.380	16.980	34	12875	12790	46200	4511	1680	3627.00	12210.0
4827	"&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.592	6.684	11.908	36	13075	12990	46200	4511	1680	3086.00	12539.0
15880	"&scorr;&sweep;&b;&if -W 300 -K 6 -v;&st;&synch2;&b;&if -W 300 -K 6 -v;&mfs;
"	19.166	6.846	12.320	36	12979	12894	46200	4511	1680	3386.00	12516.0
8407	"&scorr;&sweep;&if -W 300 -g -K 6;&dch -f;&if -W 300 -K 6 -v;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	18.983	6.729	12.254	36	12770	12685	46200	4511	1680	3084.00	12222.0
3380	"&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.091	7.094	12.997	36	12888	12803	46200	4511	1680	3085.00	12375.0
7092	"&scorr;&sweep;&if -W 300 -y -K 6;&syn2;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.444	6.970	12.474	36	12822	12737	46200	4511	1680	3082.00	12381.0
5024	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.402	6.666	11.736	37	13674	13589	46200	4511	1680	2883.00	13059.0
19523	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&dc2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.963	7.311	10.652	41	13876	13791	46200	4511	1680	3084.00	13388.0
19156	"&scorr;&sweep;&b;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1770.00	17396.0
15212	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	17.136	6.339	10.797	37	13628	13543	46200	4511	1680	3083.00	13099.0
16572	"&scorr;&sweep;&dch;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	19.332	6.835	12.497	36	12973	12888	46200	4511	1680	3085.00	12426.0
1638	"&scorr;&sweep;&dc2;&b;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.600	6.580	12.020	36	13483	13398	46200	4511	1680	3084.00	12973.0
6213	"&scorr;&sweep;&dch -f;&if -W 300 -y -K 6;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.420	6.810	13.610	34	12922	12837	46200	4511	1680	3083.00	12338.0
2583	"&scorr;&sweep;&if -W 300 -g -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;
"	18.408	6.598	11.810	36	13171	13086	46200	4511	1680	2883.00	12496.0
20688	"&scorr;&sweep;&dch;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.147	6.914	12.233	37	13448	13363	46200	4511	1680	3085.00	12877.0
1176	"&scorr;&sweep;&dc2;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	21.909	7.760	14.149	36	13266	13181	46200	4511	1680	3628.00	12734.0
6504	"&scorr;&sweep;&if -W 300 -y -K 6;&syn2;&b;&syn2;&if -W 300 -K 6 -v;&mfs;
"	21.468	7.200	14.268	34	12930	12845	46200	4511	1680	3083.00	12484.0
6717	"&scorr;&sweep;&dch -f;&syn3;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	23.600	7.800	15.800	34	12889	12804	46200	4511	1680	3325.00	12329.0
1586	"&scorr;&sweep;&b;&dc2;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.329	6.835	12.494	36	13432	13347	46200	4511	1680	3084.00	13090.0
18743	"&scorr;&sweep;&dch -f;&if -W 300 -g -K 6;&dch;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	1611
16961	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&syn2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15744.0
7666	"&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&dch;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.419	6.645	12.774	35	13281	13196	46200	4511	1680	3083.00	12755.0
15153	"&scorr;&sweep;&b -d;&syn4;&if -W 300 -x -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	18.877	6.570	12.307	35	13315	13230	46200	4511	1680	3085.00	12764.0
2768	"&scorr;&sweep;&dch;&dc2;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;
"	22.982	7.877	15.105	35	13242	13157	46200	4511	1680	3628.00	12696.0
8127	"&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17036.0
6389	"&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.878	6.970	13.908	34	13070	12985	46200	4511	1680	3085.00	12682.0
18026	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	19264.0
1515	"&scorr;&sweep;&syn4;&synch2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.170	7.031	13.139	35	13008	12923	46200	4511	1680	3084.00	12402.0
12409	"&scorr;&sweep;&b -d;&syn4;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.280	6.803	13.477	34	13294	13209	46200	4511	1680	3084.00	12757.0
3687	"&scorr;&sweep;&b -d;&dch;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	24.895	8.256	16.639	34	13809	13724	46200	4511	1680	3629.00	13376.0
12521	"&scorr;&sweep;&b -d;&dch -f;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.435	6.598	11.837	36	13466	13381	46200	4511	1680	3084.00	12963.0
9088	"&scorr;&sweep;&syn3;&b;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.953	7.687	15.266	34	12932	12847	46200	4511	1680	3628.00	12437.0
9308	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&b;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.266	6.729	12.537	35	12693	12608	46200	4511	1680	3187.00	12052.0
21150	"&scorr;&sweep;&dch;&dch -f;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	18.538	6.321	12.217	35	13312	13227	46200	4511	1680	3085.00	12762.0
2074	"&scorr;&sweep;&syn3;&if -W 300 -g -K 6;&synch2;&if -W 300 -K 6 -v;&mfs;
"	19.925	6.817	13.108	35	12741	12656	46200	4511	1680	3082.00	12194.0
12310	"&scorr;&sweep;&b;&dch;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	26.490	8.497	17.993	33	13241	13156	46200	4511	1680	3629.00	12729.0
17286	"&scorr;&sweep;&dch;&syn2;&syn4;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1842.00	16627.0
19913	"&scorr;&sweep;&b -d;&if -W 300 -g -K 6;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.312	7.162	13.150	36	13187	13102	46200	4511	1680	3082.00	12813.0
19854	"&scorr;&sweep;&syn3;&syn4;&syn3;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	22.863	7.572	15.291	34	12824	12739	46200	4511	1680	3083.00	12340.0
13978	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&dc2;&b;&if -W 300 -K 6 -v;&mfs;
"	23.089	7.466	15.623	33	13627	13542	46200	4511	1680	3084.00	13092.0
15430	"&scorr;&sweep;&syn3;&synch2;&if -W 300 -g -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	20.581	7.094	13.487	35	12654	12569	46200	4511	1680	3083.00	12144.0
1358	"&scorr;&sweep;&dc2;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17686.0
10652	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.500	7.173	13.327	35	13436	13351	46200	4511	1680	3187.00	12793.0
12190	"&scorr;&sweep;&dch;&syn2;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;
"	25.383	8.380	17.003	34	13229	13144	46200	4511	1680	3326.00	12664.0
1012	"&scorr;&sweep;&b;&syn2;&b;&if -W 300 -K 6 -v;&mfs;
"	20.059	6.853	13.206	35	13114	13029	46200	4511	1680	3325.00	12668.0
13411	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&b;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	20.327	7.207	13.120	36	13159	13074	46200	4511	1680	3386.00	12575.0
13323	"&scorr;&sweep;&synch2;&if -W 300 -K 6 -v;&mfs;&st;&dch;&syn4;&if -W 300 -K 6 -v;&mfs;
"	23.292	7.714	15.578	34	13117	13032	46200	4511	1680	3187.00	12466.0
13464	"&scorr;&sweep;&dch;&if -W 300 -y -K 6;&dch -f;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.692	6.397	12.295	35	13161	13076	46200	4511	1680	3085.00	12568.0
9764	"&scorr;&sweep;&if -W 300 -x -K 6;&dch;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.961	6.853	12.108	37	13148	13063	46200	4511	1680	3083.00	12639.0
6153	"&scorr;&sweep;&if -W 300 -g -K 6;&b;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.482	6.828	13.654	34	12818	12733	46200	4511	1680	3082.00	12354.0
5712	"&scorr;&sweep;&dc2;&syn2;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	24.524	8.048	16.476	33	12943	12858	46200	4511	1680	3325.00	12406.0
19020	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&st;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	15740.0
3703	"&scorr;&sweep;&if -W 300 -g -K 6;&dch -f;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.250	6.970	13.280	35	13744	13659	46200	4511	1680	3085.00	13177.0
12396	"&scorr;&sweep;&if -W 300 -x -K 6;&syn3;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.233	7.297	13.936	35	13073	12988	46200	4511	1680	3083.00	12548.0
5865	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dch -f;&dc2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	18.900	6.846	12.054	37	12906	12821	46200	4511	1680	3085.00	12357.0
11749	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.579	7.428	14.151	35	13059	12974	46200	4511	1680	3186.00	12410.0
16359	"&scorr;&sweep;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&b;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17036.0
16672	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	17.316	6.084	11.232	36	13154	13069	46200	4511	1680	3187.00	12582.0
9803	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&st;&if -W 300 -x -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	22.325	7.466	14.859	34	12841	12756	46200	4511	1680	3326.00	12349.0
15930	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	19.388	6.686	12.702	35	12904	12819	46200	4511	1680	3186.00	12280.0
10693	"&scorr;&sweep;&dch -f;&if -W 300 -x -K 6;&dch -f;&syn3;&if -W 300 -K 6 -v;&mfs;
"	18.987	6.704	12.283	36	13096	13011	46200	4511	1680	3084.00	12533.0
19736	"&scorr;&sweep;&dch;&if -W 300 -y -K 6;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	20.540	7.155	13.385	35	12947	12862	46200	4511	1680	3084.00	12380.0
17643	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&st;&b;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15031.0
276	"&scorr;&sweep;&dch;&b;&dc2;&if -W 300 -K 6 -v;&mfs;
"	23.341	7.800	15.541	34	13197	13112	46200	4511	1680	3628.00	12632.0
16571	"&scorr;&sweep;&synch2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"	19.185	6.704	12.481	35	12923	12838	46200	4511	1680	3083.00	12433.0
4459	"&scorr;&sweep;&if -W 300 -g -K 6;&synch2;&if -W 300 -g -K 6;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.037	6.598	11.439	37	13273	13188	46200	4511	1680	3083.00	12744.0
17075	"&scorr;&sweep;&synch2;&dc2;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	15971.0
10545	"&scorr;&sweep;&syn4;&dch;&dch;&syn3;&if -W 300 -K 6 -v;&mfs;
"	25.917	8.479	17.438	33	13438	13353	46200	4511	1680	3629.00	12835.0
9239	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&dc2;&b;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.342	7.094	13.248	35	12933	12848	46200	4511	1680	3388.00	12414.0
10323	"&scorr;&sweep;&b -d;&if -W 300 -y -K 6;&synch2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.297	6.659	12.638	35	13048	12963	46200	4511	1680	3082.00	12605.0
7953	"&scorr;&sweep;&syn2;&if -W 300 -g -K 6;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.312	7.094	13.218	35	12949	12864	46200	4511	1680	3084.00	12483.0
8605	"&scorr;&sweep;&synch2;&dch -f;&dc2;&syn3;&if -W 300 -K 6 -v;&mfs;
"	19.841	7.049	12.792	36	12920	12835	46200	4511	1680	3387.00	12438.0
15635	"&scorr;&sweep;&dch -f;&synch2;&if -W 300 -y -K 6;&b;&if -W 300 -K 6 -v;&mfs;
"	19.177	6.704	12.473	35	13025	12940	46200	4511	1680	3084.00	12484.0
6094	"&scorr;&sweep;&b;&dc2;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	27.687	8.869	18.818	33	13059	12974	46200	4511	1680	3325.00	12634.0
14187	"&scorr;&sweep;&b -d;&b;&syn2;&b;&if -W 300 -K 6 -v;&mfs;
"	19.637	6.719	12.918	35	13180	13095	46200	4511	1680	3325.00	12729.0
3722	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.987	6.925	12.062	37	13615	13530	46200	4511	1680	3187.00	12987.0
8068	"&scorr;&sweep;&b;&syn2;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.414	6.977	13.437	35	12852	12767	46200	4511	1680	2884.00	12207.0
16185	"&scorr;&sweep;&syn2;&if -W 300 -g -K 6;&dch -f;&b;&if -W 300 -K 6 -v;&mfs;
"	19.387	6.510	12.877	34	13159	13074	46200	4511	1680	3084.00	12668.0
5691	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.900	6.587	11.313	37	13843	13758	46200	4511	1680	3086.00	13350.0
9038	"&scorr;&sweep;&if -W 300 -y -K 6;&dc2;&syn4;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.849	7.094	13.755	35	13081	12996	46200	4511	1680	3083.00	12553.0
9445	"&scorr;&sweep;&synch2;&syn2;&b -d;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.110	6.959	13.151	35	12855	12770	46200	4511	1680	3084.00	12411.0
12489	"&scorr;&sweep;&syn2;&synch2;&if -W 300 -x -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.445	7.297	14.148	35	13061	12976	46200	4511	1680	3083.00	12555.0
15986	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -x -K 6;&dch;&b;&if -W 300 -K 6 -v;&mfs;
"	18.358	6.587	11.771	36	13486	13401	46200	4511	1680	2883.00	12912.0
17147	"&scorr;&sweep;&dch -f;&b -d;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15139.0
9987	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -g -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
5256	"&scorr;&sweep;&if -W 300 -x -K 6;&dch;&dch -f;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.394	6.711	11.683	37	13418	13333	46200	4511	1680	3084.00	12940.0
18628	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&st;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	16486.0
18898	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&b;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1772.00	17259.0
20853	"&scorr;&sweep;&if -W 300 -g -K 6;&b;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.734	6.517	11.217	37	13719	13634	46200	4511	1680	3083.00	13246.0
130	"&scorr;&sweep;&b;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.119	6.729	12.390	36	13623	13538	46200	4511	1680	3083.00	13273.0
12035	"&scorr;&sweep;&synch2;&b;&b;&syn4;&if -W 300 -K 6 -v;&mfs;
"	22.426	7.545	14.881	34	13210	13125	46200	4511	1680	3386.00	12787.0
399	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -K 6 -v;&st;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.079	6.463	11.616	36	13781	13696	46200	4511	1680	3085.00	13345.0
6256	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.206	6.810	13.396	34	12953	12868	46200	4511	1680	2883.00	12329.0
18178	"&scorr;&sweep;&if -W 300 -x -K 6;&synch2;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	17930.0
18231	"&scorr;&sweep;&syn4;&if -W 300 -K 6 -v;&st;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1843.00	15257.0
8243	"&scorr;&sweep;&dch -f;&if -W 300 -K 6 -v;&st;&if -W 300 -K 6 -v;&mfs;&st;&syn2;&if -W 300 -K 6 -v;&mfs;
"	22.296	7.629	14.667	35	12795	12710	46200	4511	1680	3324.00	12149.0
6734	"&scorr;&sweep;&dc2;&b;&b -d;&syn2;&if -W 300 -K 6 -v;&mfs;
"	24.168	7.924	16.244	33	13141	13056	46200	4511	1680	3325.00	12620.0
446	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn3;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.898	6.853	13.045	35	12735	12650	46200	4511	1680	2884.00	12090.0
6350	"&scorr;&sweep;&if -W 300 -y -K 6;&b;&syn4;&syn2;&if -W 300 -K 6 -v;&mfs;
"	20.932	7.218	13.714	35	12860	12775	46200	4511	1680	3083.00	12366.0
12908	"&scorr;&sweep;&dc2;&dch -f;&if -W 300 -y -K 6;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.406	6.598	11.808	36	13229	13144	46200	4511	1680	3085.00	12659.0
8027	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&mfs;&st;&dch -f;&syn2;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
1055	"&scorr;&sweep;&b -d;&b;&b;&if -W 300 -K 6 -v;&mfs;
"	18.963	6.719	12.244	36	13819	13734	46200	4511	1680	3628.00	13433.0
4923	"&scorr;&sweep;&synch2;&dc2;&dch;&dc2;&if -W 300 -K 6 -v;&mfs;
"	17.993	6.553	11.440	37	13303	13218	46200	4511	1680	3388.00	12861.0
20685	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	17.062	6.066	10.996	36	14024	13939	46200	4511	1680	3084.00	13570.0
3400	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&syn4;&syn3;&dc2;&if -W 300 -K 6 -v;&mfs;
"	20.683	7.031	13.652	34	13114	13029	46200	4511	1680	3187.00	12486.0
17128	"&scorr;&sweep;&if -W 300 -x -K 6;&b;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	14514.0
18170	"&scorr;&sweep;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1771.00	18420.0
4837	"&scorr;&sweep;&if -W 300 -g -K 6;&if -W 300 -y -K 6;&synch2;&dc2;&if -W 300 -K 6 -v;&mfs;
"	18.057	6.456	11.601	36	13464	13379	46200	4511	1680	3083.00	12987.0
17187	"&scorr;&sweep;&synch2;&if -W 300 -y -K 6;&syn3;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1789.00	14951.0
13140	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -K 6 -v;&st;&synch2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	18.685	6.580	12.105	36	13339	13254	46200	4511	1680	3084.00	12781.0
2486	"&scorr;&sweep;&if -W 300 -y -K 6;&if -W 300 -y -K 6;&dch -f;&if -W 300 -K 6 -v;&mfs;
"	18.185	6.578	11.607	37	13985	13900	46200	4511	1680	3085.00	13459.0
2652	"&scorr;&sweep;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;&st;&if -W 300 -K 6 -v;&mfs;
"	17.363	6.339	11.024	37	13747	13662	46200	4511	1680	2884.00	13119.0
9279	"&scorr;&sweep;&dch -f;&syn4;&b;&syn3;&if -W 300 -K 6 -v;&mfs;
"	27.215	8.544	18.671	32	12938	12853	46200	4511	1680	3629.00	12334.0
10024	"&scorr;&sweep;&dc2;&syn2;&if -W 300 -y -K 6;&syn3;&if -W 300 -K 6 -v;&mfs;
"	20.120	6.952	13.168	35	12932	12847	46200	4511	1680	3083.00	12394.0
490	"&scorr;&sweep;&dc2;&if -W 300 -x -K 6;&syn2;&if -W 300 -K 6 -v;&mfs;
"	18.940	6.704	12.236	36	13278	13193	46200	4511	1680	3084.00	12758.0
19073	"&scorr;&sweep;&b -d;&syn4;&if -W 300 -K 6 -v;&mfs;&st;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1772.00	17261.0
17706	"&scorr;&sweep;&dch;&syn4;&b -d;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1842.00	16134.0
13075	"&scorr;&sweep;&if -W 300 -K 6 -v;&st;&if -W 300 -y -K 6;&synch2;&syn4;&if -W 300 -K 6 -v;&mfs;
"	21.484	7.218	14.266	34	13210	13125	46200	4511	1680	3084.00	12672.0
19662	"&scorr;&sweep;&if -W 300 -x -K 6;&syn4;&syn2;&if -W 300 -x -K 6;&if -W 300 -K 6 -v;&mfs;
"	19.050	6.722	12.328	36	12939	12854	46200	4511	1680	3083.00	12392.0
5917	"&scorr;&sweep;&synch2;&syn2;&syn2;&syn2;&if -W 300 -K 6 -v;&mfs;
"	19.939	6.959	12.980	35	12873	12788	46200	4511	1680	3083.00	12413.0
18966	"&scorr;&sweep;&dch;&synch2;&dch -f;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	17343.0
18519	"&scorr;&sweep;&dch -f;&b -d;&synch2;&b -d;&if -W 300 -K 6 -v;&mfs;
"										1790.00	17086.0
1181	"&scorr;&sweep;&b -d;&if -W 300 -K 6 -v;&st;&b;&if -W 300 -K 6 -v;&mfs;
"										1843.00	17697.0
